City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Santo Domingo,DO,18.5001,-69.9886,85.64,60,40,9.22,scattered clouds
347,Sorland,NO,67.667,12.6934,31.86,57,100,16.78,overcast clouds
348,Alpuyeca,MX,18.7333,-99.2667,90.39,32,20,8.05,few clouds
349,Port Blair,IN,11.6667,92.75,80.64,94,40,0.0,mist
350,Norsup,VU,-16.0667,167.3833,78.94,85,100,8.57,overcast clouds
351,Hami,CN,42.8,93.45,58.42,15,100,15.12,overcast clouds
352,Kuching,MY,1.55,110.3333,75.42,100,40,2.3,scattered clouds
353,Shahpura,IN,27.3833,75.9667,88.38,15,17,5.64,few clouds
354,Namwala,ZM,-15.7504,26.4384,64.9,73,64,5.44,broken clouds
355,Batagay-Alyta,RU,67.8006,130.4114,-4.83,99,79,6.13,broken clouds
356,Wajima,JP,37.4,136.9,52.45,71,100,17.11,overcast clouds
357,Chauk,MM,20.8833,94.8167,90.37,46,22,6.49,few clouds
358,Coquimbo,CL,-29.9533,-71.3436,65.93,59,0,16.11,clear sky
359,Mogocha,RU,53.7333,119.7667,29.53,96,100,8.99,snow
360,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
361,Manyana,BW,-23.4,21.7167,69.37,47,87,10.6,overcast clouds
362,Dabakala,CI,8.3667,-4.4333,80.76,68,99,2.73,overcast clouds
363,Temerloh,MY,3.4483,102.4176,75.22,97,14,0.43,moderate rain
364,Monforte De Lemos,ES,42.5216,-7.5142,57.54,80,3,3.51,clear sky
365,Russellville,US,35.2784,-93.1338,74.98,39,40,3.44,scattered clouds
366,Krasnoselkup,RU,65.7,82.4667,26.04,96,100,16.58,snow
367,Banda Aceh,ID,5.5577,95.3222,80.51,83,86,5.79,overcast clouds
368,Dalbandin,PK,28.8947,64.4101,85.14,18,27,2.77,scattered clouds
369,Raudeberg,NO,61.9875,5.1352,42.87,76,99,2.93,overcast clouds
370,Coihaique,CL,-45.5752,-72.0662,46.35,46,40,9.22,scattered clouds
371,Axim,GH,4.8699,-2.2405,78.76,83,100,4.12,overcast clouds
372,Palmer,US,42.1584,-72.3287,53.85,32,75,27.63,broken clouds
373,Araguacu,BR,-12.9306,-49.8264,88.95,44,5,2.39,clear sky
374,Nemuro,JP,43.3236,145.575,38.75,72,100,15.26,overcast clouds
375,Kuusamo,FI,65.9667,29.1833,28.44,43,0,8.05,clear sky
376,Meulaboh,ID,4.1363,96.1285,77.68,90,26,4.16,scattered clouds
377,Oruro,BO,-17.9833,-67.15,63.09,24,40,6.91,scattered clouds
378,Padang,ID,-0.9492,100.3543,77.9,87,100,2.62,moderate rain
379,Codrington,AU,-38.2667,141.9667,66.33,65,48,16.2,scattered clouds
380,Nerchinskiy Zavod,RU,51.3088,119.61,31.06,90,71,2.39,broken clouds
381,Jumla,NP,29.2747,82.1838,51.93,50,6,4.03,clear sky
382,Tabora,TZ,-5.0167,32.8,65.12,90,11,6.73,few clouds
383,Vanavara,RU,60.34,102.2797,33.58,96,77,6.29,broken clouds
384,Charkhi Dadri,IN,28.6,76.2667,91.29,13,11,7.72,few clouds
385,Sabha,LY,27.0377,14.4283,83.61,10,0,9.48,clear sky
386,Urumqi,CN,43.801,87.6005,52.75,44,0,6.71,clear sky
387,Harper,LR,4.375,-7.7169,80.87,82,81,6.22,broken clouds
388,Sept-Iles,CA,50.2001,-66.3821,39.06,63,100,11.5,overcast clouds
389,Gogrial,SS,8.5332,28.1004,84.42,54,100,5.37,overcast clouds
390,Impfondo,CG,1.6381,18.0667,71.73,96,99,3.18,light rain
391,Los Algarrobos,PA,8.5,-82.4333,82.81,74,75,4.61,broken clouds
392,Mahajanga,MG,-15.7167,46.3167,80.11,75,76,1.72,light rain
393,Zhuhai,CN,22.2769,113.5678,82.85,94,20,8.05,few clouds
394,Mopipi,BW,-21.1833,24.8833,68.72,40,0,6.35,clear sky
395,Fare,PF,-16.7,-151.0167,82.11,68,1,23.71,clear sky
396,Gat,IL,31.61,34.7642,71.4,63,0,3.76,clear sky
397,Amahai,ID,-3.3333,128.9167,77.27,87,100,5.23,overcast clouds
398,Broome,US,42.2506,-75.833,49.05,27,0,25.32,clear sky
399,Unity,CA,52.4501,-109.1682,49.24,42,84,8.12,broken clouds
400,Alyangula,AU,-13.8483,136.4192,73.27,100,100,1.14,overcast clouds
401,Akureyri,IS,65.6835,-18.0878,49.93,40,75,8.05,broken clouds
402,Eidsvoll,NO,60.3305,11.2616,50.77,39,0,6.91,clear sky
403,Pincher Creek,CA,49.4833,-113.952,48.65,25,0,14.97,clear sky
404,Kirakira,SB,-10.4544,161.9205,79.72,82,100,3.98,overcast clouds
405,Srednekolymsk,RU,67.45,153.6833,5.61,97,100,5.35,overcast clouds
406,Tamalin,MX,21.35,-97.8,89.91,42,54,12.06,broken clouds
407,Haines Junction,CA,60.7522,-137.5108,37.35,93,100,2.3,overcast clouds
408,Sofia,BG,42.6975,23.3242,56.05,70,100,4.61,overcast clouds
409,Aquiraz,BR,-3.9014,-38.3911,87.89,76,96,6.67,overcast clouds
410,Jishui,CN,33.7333,115.4,45.3,97,17,4.25,few clouds
411,Belyy Yar,RU,53.6039,91.3903,42.69,49,0,2.24,clear sky
412,Ucluelet,CA,48.9329,-125.5528,50.09,77,100,1.01,overcast clouds
413,Chegdomyn,RU,51.1167,133.0167,27.25,85,100,2.75,overcast clouds
414,Letlhakane,BW,-21.4167,25.5833,65.55,43,0,8.25,clear sky
415,Abu Dhabi,AE,24.4667,54.3667,86.11,69,0,9.22,clear sky
416,Ilulissat,GL,69.2167,-51.1,26.62,93,100,4.61,overcast clouds
417,Mangaratiba,BR,-22.9597,-44.0406,90.46,62,0,1.43,clear sky
418,Bilibino,RU,68.0546,166.4372,21.94,93,100,2.77,overcast clouds
419,Portland,US,45.5234,-122.6762,54.01,73,100,3.44,overcast clouds
420,Maltahohe,NA,-24.8333,16.9833,68.43,32,0,11.99,clear sky
421,Honiara,SB,-9.4333,159.95,77.11,87,83,3.04,broken clouds
422,Berlevag,NO,70.8578,29.0864,22.95,80,75,31.07,broken clouds
423,Constantine,DZ,36.365,6.6147,56.61,88,75,8.05,light rain
424,Rehoboth,NA,-23.3167,17.0833,69.19,38,39,5.73,scattered clouds
425,Male,MV,4.1748,73.5089,84.15,84,40,3.44,scattered clouds
426,Bartica,GY,6.4,-58.6167,79.12,74,45,4.27,scattered clouds
427,Kizema,RU,61.113,44.8302,24.19,81,15,4.32,few clouds
428,Xacmaz,AZ,41.4635,48.806,62.22,73,77,4.47,broken clouds
429,Hobyo,SO,5.3505,48.5268,84.51,72,8,13.31,clear sky
430,Sawakin,SD,19.1059,37.3321,82.29,74,0,5.79,clear sky
431,De Aar,ZA,-30.6497,24.0123,59.92,73,67,6.11,moderate rain
432,Namibe,AO,-15.1961,12.1522,72.61,74,13,6.58,few clouds
433,Luau,AO,-10.7073,22.2247,65.21,84,13,3.15,few clouds
434,Kupang,ID,-10.1667,123.5833,76.84,86,6,5.73,clear sky
435,Igarka,RU,67.4667,86.5833,21.51,89,100,10.56,overcast clouds
436,Naze,JP,28.3667,129.4833,72.52,92,47,14.27,scattered clouds
437,Tucurui,BR,-3.7661,-49.6725,80.01,90,100,2.91,overcast clouds
438,Araouane,ML,18.9048,-3.5265,84.87,8,0,5.26,clear sky
439,Lagos,NG,6.5833,3.75,79.99,79,100,5.39,light rain
440,Taoudenni,ML,22.6783,-3.9836,92.17,8,0,5.37,clear sky
441,General Roca,AR,-39.0333,-67.5833,61.63,21,14,12.88,few clouds
442,Isla Mujeres,MX,21.2311,-86.731,84.25,66,6,10.4,clear sky
443,Juneau,US,58.3019,-134.4197,45.84,91,75,5.75,broken clouds
444,Okha,RU,53.5739,142.9478,28.02,89,100,18.63,overcast clouds
445,Hovd,MN,48.0056,91.6419,40.35,32,0,1.01,clear sky
446,Bubaque,GW,11.2833,-15.8333,78.12,74,86,19.01,overcast clouds
447,Faya,SA,18.3851,42.4509,64.51,41,0,2.57,clear sky
448,Rovaniemi,FI,66.5,25.7167,31.41,37,0,10.36,clear sky
449,San Quintin,MX,30.4833,-115.95,63.55,65,19,19.01,few clouds
450,Auki,SB,-8.7676,160.7034,77.07,87,100,2.39,overcast clouds
451,Yerbogachen,RU,61.2767,108.0108,28.35,88,99,4.76,overcast clouds
452,Lugazi,UG,0.3772,32.9197,64.29,99,100,5.17,moderate rain
453,Maldonado,UY,-34.6667,-54.9167,61.99,52,0,15.97,clear sky
454,Hirara,JP,24.8,125.2833,79.39,88,0,17.85,light rain
455,Jalu,LY,29.0331,21.5482,91.24,8,100,20.13,overcast clouds
456,Shingu,JP,33.7333,135.9833,63.27,95,100,7.54,overcast clouds
457,Maine-Soroa,NE,13.2114,12.0241,91.02,12,90,6.2,overcast clouds
458,Oyama,JP,36.3,139.8,60.58,54,62,4.41,broken clouds
459,Carlet,ES,39.2333,-0.5167,62.74,80,100,5.01,overcast clouds
460,Alofi,NU,-19.0595,-169.9187,76.89,94,94,9.22,overcast clouds
461,Vilyuysk,RU,63.7553,121.6247,16.45,98,86,2.73,overcast clouds
462,Floro,NO,61.5996,5.0328,43.97,70,75,8.05,broken clouds
463,Solnechnyy,RU,50.7214,136.6319,23.34,85,35,5.23,scattered clouds
464,Avera,US,33.194,-82.5271,77.56,29,4,6.98,clear sky
465,Roslyakovo,RU,69.043,33.1991,27.32,67,99,18.25,overcast clouds
466,Ulladulla,AU,-35.35,150.4667,63.5,89,2,6.35,clear sky
467,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.4,78,99,11.03,overcast clouds
468,Manitouwadge,CA,49.1215,-85.8403,47.82,42,12,4.36,few clouds
469,Carballo,ES,43.213,-8.691,62.76,84,6,6.96,clear sky
470,Joshimath,IN,30.5667,79.5667,58.62,58,10,7.27,clear sky
471,Severo-Yeniseyskiy,RU,60.3725,93.0408,42.76,92,99,9.15,overcast clouds
472,Zhangye,CN,38.9342,100.4517,55.2,27,100,10.11,overcast clouds
473,Santa Cruz,BO,-17.8,-63.1667,86.05,70,75,14.97,broken clouds
474,Gazojak,TM,41.1875,61.4036,71.38,54,83,11.41,broken clouds
475,Port Shepstone,ZA,-30.7414,30.455,66.29,75,0,9.57,clear sky
476,Richards Bay,ZA,-28.783,32.0377,66.54,83,0,9.78,clear sky
477,Macherla,IN,16.4833,79.4333,85.42,54,3,12.33,clear sky
478,Kungurtug,RU,50.5994,97.5228,32.2,69,100,0.98,overcast clouds
479,Bukachacha,RU,52.9833,116.9167,30.61,74,100,5.08,overcast clouds
480,Xichang,CN,27.8964,102.2634,58.17,88,42,0.34,scattered clouds
481,Maniitsoq,GL,65.4167,-52.9,28.87,97,100,3.65,snow
482,Sri Aman,MY,1.2376,111.4621,75.25,100,90,0.0,moderate rain
483,Mangai,CD,-4.05,19.5333,73.54,84,76,0.38,broken clouds
484,Talnakh,RU,69.4865,88.3972,11.21,95,100,3.78,overcast clouds
485,Kokoda,PG,-8.8785,147.7407,72.43,92,21,3.51,few clouds
486,Fairbanks,US,64.8378,-147.7164,48.09,46,87,1.99,overcast clouds
487,Keetmanshoop,NA,-26.5833,18.1333,68.92,60,20,4.61,few clouds
488,Samarai,PG,-10.6167,150.6667,81.63,78,32,9.4,scattered clouds
489,Katherine,AU,-14.4667,132.2667,80.92,74,40,4.61,scattered clouds
490,Broken Hill,AU,-31.95,141.4333,58.71,88,100,5.75,overcast clouds
491,Sibu,MY,2.3,111.8167,77.31,88,40,3.44,scattered clouds
492,Stornoway,GB,58.2093,-6.3865,53.56,59,20,10.36,few clouds
493,Inhambane,MZ,-23.865,35.3833,69.78,83,20,4.61,few clouds
494,Cabedelo,BR,-6.9811,-34.8339,84.87,75,49,14.81,scattered clouds
495,Ocotal,NI,13.6321,-86.4752,84.69,50,95,6.04,overcast clouds
496,Kostomuksha,RU,64.571,30.5767,25.41,91,100,4.14,overcast clouds
497,Del Rio,US,29.3627,-100.8968,78.82,66,100,16.11,overcast clouds
498,Dok Kham Tai,TH,19.1624,99.9934,82.72,54,97,4.38,overcast clouds
499,Dunedin,NZ,-45.8742,170.5036,50.81,86,1,3.0,clear sky
500,Baculin,PH,7.4525,126.5842,76.77,90,100,5.95,light rain
501,Pokaran,IN,26.9167,71.9167,88.59,18,0,16.58,clear sky
502,Tyrma,RU,50.0833,132.1667,26.37,83,90,1.41,overcast clouds
503,Pierre,US,44.3683,-100.351,61.05,48,0,13.0,clear sky
504,Kampil,IN,27.6167,79.2833,90.59,12,0,5.53,clear sky
505,Sesheke,ZM,-17.4759,24.2968,66.94,63,4,5.84,clear sky
506,Matara,LK,5.9485,80.5353,81.07,80,100,5.55,overcast clouds
507,Washougal,US,45.5826,-122.3534,53.47,77,100,3.44,overcast clouds
508,Batemans Bay,AU,-35.7167,150.1833,61.11,93,9,5.73,clear sky
509,Smithers,CA,54.7804,-127.1743,44.92,57,20,9.22,few clouds
510,Wadi Maliz,TN,36.4681,8.5495,60.46,52,100,4.9,light rain
511,Ylivieska,FI,64.0833,24.55,28.31,82,3,4.74,clear sky
512,Belmonte,BR,-15.8631,-38.8828,80.33,72,6,9.17,clear sky
513,California City,US,35.1258,-117.9859,70.86,23,0,33.38,clear sky
514,Mumford,GH,5.2618,-0.759,80.62,76,100,5.97,overcast clouds
515,Nioro,GM,13.35,-15.75,98.65,15,3,8.81,clear sky
516,Santana Do Matos,BR,-5.9575,-36.6556,85.19,58,100,9.48,overcast clouds
517,Shitanjing,CN,39.2342,106.3439,54.0,28,100,4.12,overcast clouds
518,Bunog,PH,9.1403,117.7817,78.39,89,100,8.23,light rain
519,Alice Town,BS,25.7167,-79.3,77.41,67,0,5.66,clear sky
520,Dolzhanskaya,RU,46.6311,37.8039,58.64,70,0,12.73,clear sky
521,Kushmurun,KZ,52.4503,64.6311,59.76,54,98,10.85,overcast clouds
522,Rimbey,CA,52.6334,-114.2353,48.61,36,8,6.69,clear sky
523,Simao,CN,22.7886,100.9748,66.47,38,5,0.49,clear sky
524,Kalmunai,LK,7.4167,81.8167,80.82,84,77,7.94,broken clouds
525,Creteni,RO,44.6833,24.1833,55.31,82,15,4.47,few clouds
526,Polson,US,47.6936,-114.1632,50.22,56,100,3.47,overcast clouds
527,Puerto Gaitan,CO,4.3133,-72.0816,86.76,59,88,4.68,overcast clouds
528,Rawson,AR,-43.3002,-65.1023,51.37,33,47,16.04,scattered clouds
529,Thunder Bay,CA,48.4001,-89.3168,40.98,48,20,11.5,few clouds
530,Hay River,CA,60.8156,-115.7999,33.76,75,20,5.75,few clouds
531,Onega,RU,63.9061,38.1404,27.75,83,41,8.23,scattered clouds
532,Sain Alto,MX,23.5833,-103.25,79.56,14,6,6.87,clear sky
533,Gigmoto,PH,13.7796,124.39,79.27,89,92,7.38,overcast clouds
534,Qasigiannguit,GL,68.8193,-51.1922,26.85,90,100,4.38,overcast clouds
535,Gorodets,RU,56.6514,43.475,32.14,53,5,0.81,clear sky
536,Eresos,GR,39.1667,25.9333,64.0,69,2,12.62,clear sky
537,Tomatlan,MX,19.9333,-105.25,93.85,34,0,11.43,clear sky
538,Laval,CA,45.57,-73.692,51.85,27,20,17.27,few clouds
539,Itarema,BR,-2.9248,-39.9167,81.09,83,90,10.85,overcast clouds
540,Ferme-Neuve,CA,46.7001,-75.4493,43.43,34,3,15.05,clear sky
541,Krasnozerskoye,RU,53.9828,79.2374,59.5,60,100,8.93,overcast clouds
542,Lebedinyy,RU,58.5167,125.5167,19.85,95,100,2.64,light snow
543,Porto Novo,BJ,6.4965,2.6036,84.02,75,74,6.33,broken clouds
544,Suzun,RU,53.7841,82.3116,55.08,51,71,6.55,broken clouds
545,Sechura,PE,-5.5569,-80.8222,78.62,62,87,9.69,overcast clouds
546,Kokopo,PG,-4.352,152.2633,75.74,83,100,4.45,overcast clouds
547,Cilegon,ID,-6.0174,106.0538,80.74,81,100,11.01,overcast clouds
548,Benjamin Hill,MX,30.1667,-111.1,82.53,12,0,20.07,clear sky
549,Koumac,NC,-20.5667,164.2833,71.94,91,100,9.01,overcast clouds
550,Ambon,ID,-3.6954,128.1814,81.14,77,89,2.84,overcast clouds
551,Piedras Negras,MX,28.7,-100.5167,83.25,66,100,16.49,overcast clouds
552,Esperance,AU,-33.8667,121.9,53.44,75,59,12.77,broken clouds
553,Takoradi,GH,4.8845,-1.7554,78.58,82,100,2.13,overcast clouds
554,Cam Ranh,VN,11.9214,109.1591,80.56,83,40,2.3,scattered clouds
555,Lotoshino,RU,56.2267,35.6414,32.02,85,51,3.71,broken clouds
556,Gelemso,ET,8.8167,40.5167,63.84,72,69,9.31,broken clouds
557,Penzance,GB,50.1186,-5.5371,50.68,82,29,6.42,scattered clouds
558,Nagato,JP,34.3833,131.2,63.19,91,100,6.4,moderate rain
559,Recke,DE,52.3833,7.7167,55.38,75,53,8.21,broken clouds
560,Owando,CG,-0.4819,15.8999,73.08,94,100,1.72,light rain
561,Milledgeville,US,33.0801,-83.2321,81.43,30,0,0.0,clear sky
562,Tres Lagoas,BR,-20.7511,-51.6783,91.69,26,59,7.85,broken clouds
563,Canguaretama,BR,-6.38,-35.1289,82.76,73,52,13.71,broken clouds
564,Labuhan,ID,-6.8844,112.2051,79.75,84,100,2.59,light rain
565,Jining,CN,35.405,116.5814,44.82,95,0,6.06,clear sky
566,Alta Floresta,BR,-9.8756,-56.0861,94.82,46,40,5.75,scattered clouds
567,Storforshei,NO,66.4043,14.5233,31.78,64,40,13.8,scattered clouds
568,Lexington,US,37.9887,-84.4777,68.34,43,0,5.75,clear sky
569,Atherton,GB,53.5237,-2.4935,50.9,62,100,1.01,overcast clouds
570,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,4.61,light rain
571,Teseney,ER,15.11,36.6575,90.86,15,5,9.84,clear sky
572,Maarianhamina,AX,60.0973,19.9348,39.06,60,0,3.44,clear sky
573,Kommunisticheskiy,RU,61.6789,64.4819,34.68,99,100,4.88,light snow
574,Lakes Entrance,AU,-37.8811,147.981,56.16,86,0,5.14,clear sky
575,Huangnihe,CN,43.5583,128.0239,37.17,46,79,0.76,broken clouds
576,Havelock,US,34.8791,-76.9013,67.98,37,0,13.8,clear sky
577,Odweyne,SO,9.4092,45.064,81.66,42,63,13.42,broken clouds
578,Stare Mesto,CZ,50.087,14.4202,58.32,53,0,4.61,clear sky
579,Andenes,NO,69.3143,16.1194,30.18,64,40,20.71,light snow
580,Dmitriyevka,RU,54.75,55.3333,47.75,77,7,11.01,clear sky
581,Nizwa,OM,22.9333,57.5333,87.22,33,76,11.3,broken clouds
582,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.56,87,100,14.97,overcast clouds
583,North Fort Myers,US,26.6673,-81.8801,91.06,45,40,8.05,scattered clouds
584,Puerto Madryn,AR,-42.7692,-65.0385,51.67,28,43,15.48,scattered clouds
585,Mount Barker,AU,-35.0667,138.8667,64.29,79,100,7.29,overcast clouds
586,Domoni,KM,-12.2569,44.5319,80.13,81,97,12.75,overcast clouds
587,Korla,CN,41.7597,86.1469,51.69,57,66,11.5,broken clouds
588,Roebourne,AU,-20.7833,117.1333,72.77,81,100,9.04,light rain
589,Mehamn,NO,71.0357,27.8492,22.91,72,100,25.23,light snow
590,Beira,MZ,-19.8436,34.8389,75.29,69,75,5.99,broken clouds
591,Zheleznodorozhnyy,RU,55.7503,38.0042,44.78,80,100,5.66,overcast clouds
592,Springbok,ZA,-29.6643,17.8865,57.04,39,0,5.08,clear sky
593,Sapele,NG,5.8941,5.6767,79.34,84,96,4.38,overcast clouds
594,Conceicao Do Araguaia,BR,-8.2578,-49.2647,86.04,61,96,4.99,overcast clouds
595,Alice Springs,AU,-23.7,133.8833,69.22,32,70,0.0,broken clouds
596,Chulumani,BO,-16.4096,-67.5263,78.4,55,100,4.94,overcast clouds
597,Zlobin,HR,45.2924,14.6541,56.5,39,0,12.66,clear sky
598,Puerto Colombia,CO,10.9878,-74.9547,87.89,75,100,15.5,overcast clouds
599,Sao Felix Do Xingu,BR,-6.6447,-51.995,85.21,63,100,4.59,overcast clouds
600,Tura,IN,25.5198,90.2201,74.08,82,0,2.86,clear sky
601,Mana,GF,5.6592,-53.7767,82.4,76,46,11.03,scattered clouds
602,Gharo,PK,24.7424,67.5856,84.42,70,0,14.58,clear sky
603,Kultuk,RU,51.7208,103.6956,32.31,68,85,5.28,overcast clouds
604,Penicuik,GB,55.8317,-3.2242,51.71,70,0,5.75,clear sky
605,Yokadouma,CM,3.5167,15.05,70.77,98,99,0.87,light rain
606,Kirando,TZ,-7.4167,30.6,72.21,83,45,8.34,moderate rain
607,Bluefields,NI,12.0137,-83.7635,86.07,70,40,9.22,scattered clouds
608,Pudozh,RU,61.8099,36.5345,24.84,92,23,4.21,few clouds
609,Sohag,EG,26.557,31.6948,88.09,5,29,6.8,scattered clouds
610,Panama City,PA,8.9936,-79.5197,84.15,83,75,6.91,broken clouds
611,Nyurba,RU,63.2842,118.3319,19.36,98,100,3.24,overcast clouds
612,Tokmak,UA,47.2514,35.7058,60.87,47,100,12.66,overcast clouds
613,Qiongshan,CN,20.0058,110.3542,78.78,94,40,4.47,scattered clouds
614,Sterling,US,39.0062,-77.4286,59.25,33,0,21.0,clear sky
615,Gwadar,PK,25.1216,62.3254,85.77,63,0,18.16,clear sky
616,Safford,US,32.834,-109.7076,83.12,10,0,6.91,clear sky
617,Turukhansk,RU,65.8167,87.9833,33.44,99,100,6.31,overcast clouds
618,Labrea,BR,-7.2586,-64.7981,82.56,75,100,2.19,overcast clouds
619,Koungheul,SN,13.9833,-14.8,100.17,13,0,2.73,clear sky
620,Babushkin,RU,51.7122,105.8647,27.27,78,5,6.04,clear sky
621,Moron,AR,-34.6534,-58.6198,62.35,29,0,8.81,clear sky
622,Budesti,RO,44.2347,26.4658,59.47,94,100,6.15,overcast clouds
623,Chateaubelair,VC,13.2833,-61.25,77.52,89,75,6.91,broken clouds
624,Waddan,LY,29.1614,16.139,78.04,25,0,14.52,clear sky
625,Aklavik,CA,68.2191,-135.0107,10.4,79,100,0.0,overcast clouds
626,Sobolevo,RU,54.4299,31.8996,36.63,60,6,4.61,clear sky
627,Nalut,LY,30.3333,10.85,77.61,21,40,19.37,scattered clouds
628,Inirida,CO,3.8653,-67.9239,84.56,76,94,0.65,overcast clouds
629,Severobaykalsk,RU,55.65,109.3167,20.19,80,5,6.44,clear sky
630,Fonte Boa,BR,-2.4959,-66.2662,82.35,90,99,2.71,overcast clouds
631,Caldas Novas,BR,-17.7417,-48.625,88.18,28,0,1.3,clear sky
632,Yazykovo,RU,55.2199,56.1353,39.83,77,6,10.6,clear sky
633,Trairi,BR,-3.2778,-39.2689,79.68,88,54,9.53,broken clouds
634,Khandyga,RU,62.6667,135.6,6.06,97,100,1.54,overcast clouds
635,Cayenne,GF,4.9333,-52.3333,85.08,4,75,14.97,broken clouds
636,Burnie,AU,-41.0667,145.9167,62.92,93,64,2.06,broken clouds
637,Tabou,CI,4.423,-7.3528,81.34,77,88,6.69,overcast clouds
638,Shumskiy,RU,54.8318,99.1328,41.7,94,100,3.62,light rain
639,Marawi,PH,7.9986,124.2928,69.89,91,100,2.24,overcast clouds
640,Bandarbeyla,SO,9.4942,50.8122,83.55,77,22,8.93,few clouds
641,Puerto Ayacucho,VE,5.6639,-67.6236,88.65,62,88,1.32,overcast clouds
642,Isangel,VU,-19.55,169.2667,78.01,73,100,20.6,overcast clouds
643,Kapuskasing,CA,49.4169,-82.4331,48.29,23,0,8.05,clear sky
644,Bontang,ID,0.1333,117.5,78.33,87,33,4.68,scattered clouds
645,Tenenkou,ML,14.4572,-4.9169,90.95,13,96,5.68,overcast clouds
646,Tarakan,ID,3.3,117.6333,78.3,100,40,2.3,scattered clouds
647,Taltal,CL,-25.4,-70.4833,66.65,74,28,5.84,scattered clouds
648,Murgab,TM,37.4966,61.9714,75.07,35,6,9.22,clear sky
649,Kursenai,LT,55.985,22.9189,44.85,68,25,6.53,scattered clouds
650,Miramar,US,25.9873,-80.2323,89.01,56,75,17.27,broken clouds
651,Jiangyou,CN,31.7667,104.7167,65.8,68,100,3.71,overcast clouds
652,Commerce,US,34.0006,-118.1598,68.72,63,100,10.36,overcast clouds
653,Badin,PK,24.656,68.8384,86.02,54,0,12.37,clear sky
654,Saint-Paul-Les-Dax,FR,43.7272,-1.0516,62.15,91,100,5.75,overcast clouds
655,Mukhen,RU,48.1,136.1,32.47,81,0,5.06,clear sky
656,Tilichiki,RU,60.4667,166.1,31.46,81,100,12.73,overcast clouds
657,Pochutla,MX,15.7432,-96.4661,91.81,48,19,10.78,few clouds
658,Beitbridge,ZW,-22.2167,30.0,69.73,51,66,9.53,broken clouds
659,Westport,US,41.1415,-73.3579,57.33,22,0,23.02,clear sky
660,Gold Coast,AU,-28.0,153.4333,68.07,96,75,5.75,broken clouds
661,Wardha,IN,20.75,78.6167,95.47,14,100,4.47,overcast clouds
662,Hudson Bay,CA,52.85,-102.3842,50.16,63,75,6.93,broken clouds
663,Winton,US,37.3894,-120.6133,64.74,41,0,11.5,clear sky
664,Orange Cove,US,36.6244,-119.3137,68.61,28,0,10.54,clear sky
665,High Rock,BS,26.6208,-78.2833,80.62,62,9,5.08,clear sky
666,Hegang,CN,47.4,130.3667,35.91,49,0,2.95,clear sky
667,La Esperanza,GT,14.8667,-91.5667,68.07,76,75,4.61,broken clouds
668,Maningrida,AU,-12.0667,134.2667,78.75,83,78,4.23,broken clouds
669,Ginda,IN,30.6945,78.4932,63.68,31,80,7.7,broken clouds
670,Passos,BR,-20.7189,-46.6097,82.49,43,1,1.61,clear sky
671,Canavieiras,BR,-15.675,-38.9472,84.16,72,6,7.76,clear sky
672,Conchas,BR,-23.0153,-48.0106,85.3,44,4,5.46,clear sky
673,Bilma,NE,18.6853,12.9164,90.57,9,28,9.26,scattered clouds
674,Abu Kamal,SY,34.4506,40.9171,78.4,36,100,13.47,light rain
675,Margate,GB,51.3813,1.3862,50.31,73,100,5.99,overcast clouds
676,Svetlaya,RU,46.5389,138.3297,35.65,67,0,8.75,clear sky
677,Volga,RU,57.9516,38.3879,32.54,71,100,3.91,overcast clouds
678,Kiunga,PG,-6.1219,141.2906,72.21,100,95,1.61,overcast clouds
679,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,87,75,10.36,broken clouds
680,Kambove,CD,-10.8764,26.5969,59.54,96,20,5.99,few clouds
681,Cockburn Town,TC,21.4612,-71.1419,78.76,50,40,9.22,scattered clouds
682,Agirish,RU,61.9247,63.0231,31.14,97,100,9.17,light snow
683,Tselinnoye,RU,53.0833,85.6667,50.7,53,92,8.16,overcast clouds
684,Nador,MA,35.174,-2.9287,62.85,77,20,4.61,few clouds
685,Sarkand,KZ,45.41,79.9186,49.53,33,0,5.93,clear sky
